sentence,video_count
আমার চাচা ক্রিকেট খেলা পছন্দ করে,1
আমার চাচা চীন যাবে,1
আমার চাচা জাপান যাবে,1
আমার চাচা দর্জি,1
আমার চাচা দোকানদার,1
আমার চাচা নেপাল যাবে,1
আমার চাচা পাকিস্তান যাবে,1
আমার চাচা পেয়ারা  খেতে পছন্দ করে,1
আমার চাচা ফুটবল খেলা পছন্দ করে,1
আমার চাচা বাংলাদেশে যাবে,1
আমার চাচা বিদেশ যাবে,1
আমার চাচা ভারত যাবে,1
আমার চাচা ভালো মানুষ,1
আমার চাচা ভুটান যাবে,1
আমার চাচা মালদ্বীপ যাবে,1
আমার চাচা রাশিয়া যাবে,1
আমার চাচা রিকশাচালক,1
আমার চাচা লিচু খেতে পছন্দ করে,1
আমার চাচা শ্রমিক,1
আমার চাচা শ্রীলঙ্কা যাবে,1
আমার চাচা সৌদি আরব যাবে,1
আমার চাচাতো বোন অস্ট্রেলিয়া যাবে,1
আমার চাচাতো বোন আফ্রিকা যাবে,1
আমার চাচাতো বোন আমেরিকা যাবে,1
আমার চাচাতো বোন ইংল্যান্ডে যাবে,1
আমার চাচাতো বোন ইউরোপ যাবে,1
আমার চাচাতো বোন এশিয়া যাবে,1
আমার চাচাতো বোন কানাডা যাবে,1
আমার চাচাতো বোন চিন যাবে,1
আমার চাচাতো বোন চোর,1
আমার চাচাতো বোন নেপাল যাবে,1
আমার চাচাতো বোন পাকিস্তান যাবে,1
আমার চাচাতো বোন বাংলাদেশ যাবে,1
আমার চাচাতো বোন বিদেশ  যাবে,1
আমার চাচাতো বোন ভারত যাবে,1
আমার চাচাতো বোন ভার্সিটিতে পড়ালেখা করে,1
আমার চাচাতো বোন ভুটান যাবে,1
আমার চাচাতো বোন মালদ্বীপ যাবে,1
আমার চাচাতো বোন রাশিয়া যাবে,1
আমার চাচাতো বোন শ্রীলঙ্কায় যাবে,1
আমার চাচাতো বোনের রান্না খেতে মজা,1
আমার চাচাতো ভাই অস্ট্রেলিয়া যাবে,1
আমার চাচাতো ভাই আফ্রিকা যাবে,1
আমার চাচাতো ভাই আমেরিকা যাবে,1
আমার চাচাতো ভাই ইংল্যান্ডে যাবে,1
আমার চাচাতো ভাই ইউরোপ যাবে,1
আমার চাচাতো ভাই ইশারা বাসা পছন্দ করে,1
আমার চাচাতো ভাই এশিয়া যাবে,1
আমার চাচাতো ভাই কানাডা যাবে,1
আমার চাচাতো ভাই চীন যাবে,1
আমার চাচাতো ভাই চোর,1
আমার চাচাতো ভাই নেপাল যাবে,1
আমার চাচাতো ভাই পাকিস্তান যাবে,1
আমার চাচাতো ভাই বাংলাদেশে যাবে,1
আমার চাচাতো ভাই বিদেশ যাবে,1
আমার চাচাতো ভাই ভারত যাবে,1
আমার চাচাতো ভাই ভার্সিটিতে যাবে,1
আমার চাচাতো ভাই ভালো মানুষ,1
আমার চাচাতো ভাই ভুটান যাবে,1
আমার চাচাতো ভাই মালদ্বীপ যাবে,1
আমার চাচাতো ভাই রান্না খেতে বল,1
আমার চাচাতো ভাই রাশিয়া যাবে,1
আমার চাচাতো ভাই শ্রীলঙ্কায় যাবে,1
আমার চাচার ফুলকপি খেতে ভালো লাগে,1
আমার চাচার রান্না খেতে মজা,1
আমার চাচি অস্ট্রেলিয়া যাবে,1
আমার চাচি আমি খেতে পছন্দ করে,1
আমার চাচি আমেরিকা যাবে,1
আমার চাচি ইংল্যান্ডে যাবে,1
আমার চাচি ইউরোপ যাবে,1
আমার চাচি ইশারা ভাষা পছন্দ করি,1
আমার চাচি এশিয়া যাবে,1
আমার চাচি কানাডা যাবে,1
আমার চাচি ক্রিকেট খেলা পছন্দ করে না,1
আমার চাচি চিন যাবে,1
আমার চাচি জাপান যাবে,1
আমার চাচি নেপাল যাবে,1
আমার চাচি পাকিস্তান যাবে,1
আমার চাচি পেয়ারা খেতে পছন্দ করে,1
আমার চাচি ফুটবল খেলা পছন্দ করে,1
আমার চাচি বাংলাদেশে যাবে,1
আমার চাচি বিদেশ যাবে,1
আমার চাচি ভারত যাবে,1
আমার চাচি ভুটান যাবে,1
আমার চাচি মালদ্বীপ যাবে,1
আমার চাচি লিচু খেতে পছন্দ করে,1
আমার চাচি শ্রীলংকা যাবে,1
আমার চাচি সৌদি আরব যাবে,1
আমার চাচির ফুলকপি খেতে ভালো লাগে,1
আমার চাচী আফ্রিকা যাবে,1
আমার চাচী রাশিয়া যাবে,1
আমার চাচীর রান্না খেতে মজা,1
আমার চালতা ভালো লাগে,1
আমার জলপাই ভালো লাগে,1
আমার জাম ভালো লাগে,1
আমার জাম্বুরা ভালো লাগে,1
আমার তরমুজ পছন্দ,1
আমার তাল ভালো লাগে,1
আমার তেতুল ভালো লাগে,1
আমার দাদ অনেক ভালো,1
আমার দাদা নিরক্ষর,1
আমার দাদি সুন্দর,1
আমার দুধ খেতে ভালো লাগে,1
আমার নানার রান্না খেতে মজা,1
আমার নানি রান্না খেতে মজা,1
আমার নারিকেল খেতে ভালো লাগে,1
আমার নীল রং ভালো লাগে,1
আমার পছন্দের ঋতু গ্রীষ্মকাল,1
আমার পেপে খেতে ভালো লাগে,1
আমার পেয়ারা ভালো লাগে,1
আমার প্রিয় রং কালো,1
আমার ফুপা রাশিয়া যাবে,1
আমার ফুপাতো ভাই রাশিয়া যাবে,1
আমার ফুফা  ইউরোপ যাবে,1
আমার ফুফা অস্ট্রেলিয়া যাবে,1
আমার ফুফা আফ্রিকা যাবে,1
আমার ফুফা আমি কেটে পছন্দ করে,1
আমার ফুফা আমেরিকা যাবে,1
আমার ফুফা ইংল্যান্ডে যাবি,1
আমার ফুফা ইশারা ভাষা পছন্দ করে,1
আমার ফুফা এশিয়া যাবে,1
আমার ফুফা কানাডা যাবে,1
আমার ফুফা ক্রিকেট খেলা পছন্দ করে না,1
আমার ফুফা চীন যাবে,1
আমার ফুফা জাপান যাবে,1
আমার ফুফা নেপাল যাবে,1
আমার ফুফা পাকিস্তান যাবে,1
আমার ফুফা পেয়ারা খেতে পছন্দ করে,1
আমার ফুফা ফুটবল খেলা পছন্দ করে,1
আমার ফুফা বাংলাদেশে যাবে,1
আমার ফুফা বিদেশ যাবে,1
আমার ফুফা ভারত যাবে,1
আমার ফুফা ভুটান  যাবে,1
আমার ফুফা মালদ্বীপ যাবে,1
আমার ফুফা লিচু খেতে পছন্দ করে,1
আমার ফুফা শ্রীলংকা যাবে,1
আমার ফুফা সৌদি আরব যাবে,1
আমার ফুফাতো বোন অস্ট্রেলিয়া যাবে,1
আমার ফুফাতো বোন আফ্রিকা যাবে,1
আমার ফুফাতো বোন আমেরিকা যাবে,1
আমার ফুফাতো বোন ইংল্যান্ডে যাবে,1
আমার ফুফাতো বোন ইউরোপ যাবে,1
আমার ফুফাতো বোন এশিয়া যাবে,1
আমার ফুফাতো বোন কানাডা যাবে,1
আমার ফুফাতো বোন চীন যাবে,1
আমার ফুফাতো বোন নেপাল যাবে,1
আমার ফুফাতো বোন পাকিস্তান যাবে,1
আমার ফুফাতো বোন বাংলাদেশের যাবে,1
আমার ফুফাতো বোন বিদেশ যাবে,1
আমার ফুফাতো বোন ভারত যাবে,1
আমার ফুফাতো বোন ভালো মানুষ,1
আমার ফুফাতো বোন ভুটান  যাবে,1
আমার ফুফাতো বোন মালদ্বীপ যাবে,1
আমার ফুফাতো বোন রাশিয়া যাবে,1
আমার ফুফাতো বোন শ্রীলঙ্কায় যাবে,1
আমার ফুফাতো বোনের রান্না খেতে মজা,1
আমার ফুফাতো ভাই অস্ট্রেলিয়া যাবে,1
আমার ফুফাতো ভাই আফ্রিকা যাবে,1
আমার ফুফাতো ভাই আমেরিকা যাবে,1
আমার ফুফাতো ভাই ইংল্যান্ডে যাবে,1
আমার ফুফাতো ভাই ইউরোপ যাবে,1
আমার ফুফাতো ভাই এশিয়া যাবে,1
আমার ফুফাতো ভাই কানাডা যাবে,1
আমার ফুফাতো ভাই গোয়েন্দা,1
আমার ফুফাতো ভাই চীন যাবে,1
আমার ফুফাতো ভাই নেপাল যাবে,1
আমার ফুফাতো ভাই পাকিস্তান যাবে,1
আমার ফুফাতো ভাই বাংলাদেশে যাবে,1
আমার ফুফাতো ভাই বিদেশ যাবে,1
আমার ফুফাতো ভাই ভারত যাবে,1
আমার ফুফাতো ভাই ভুটানের,1
আমার ফুফাতো ভাই মালদ্বীপ যাবে,1
আমার ফুফাতো ভাই শ্রীলঙ্কায় যাবে,1
আমার ফুফাতো ভাইয়ের রান্না খেতে মজা,1
আমার ফুফার রান্না খেতে মজা,1
আমার ফুফু অস্ট্রেলিয়া যাবে,1
আমার ফুফু আফ্রিকা যাবে,1
আমার ফুফু আমি খেতে পছন্দ করে,1
আমার ফুফু আমেরিকা যাবে,1
আমার ফুফু ইংল্যান্ডে যাবে,1
আমার ফুফু ইউরোপ যাবে,1
আমার ফুফু ইশারা ভাষা পছন্দ করে,1
আমার ফুফু এশিয়া যাবে,1
আমার ফুফু কাঁঠাল খেতে পছন্দ করে,1
আমার ফুফু কানাডা যাবে,1
আমার ফুফু ক্রিকেট খেলা পছন্দ করে,1
আমার ফুফু চীন যাবে,1
আমার ফুফু জাপান যাবে,1
আমার ফুফু নেপাল যাবে,1
আমার ফুফু পাকিস্তান যাবে,1
আমার ফুফু পেয়ার  খেতে পছন্দ করে,1
আমার ফুফু ফুটবল খেলা পছন্দ করে,1
আমার ফুফু বাংলাদেশে যাবে,1
আমার ফুফু বিদেশ যাবে,1
আমার ফুফু ভারত যাবে,1
আমার ফুফু ভালো মানুষ,1
আমার ফুফু ভুটান যাবে,1
আমার ফুফু মালদ্বীপ যাবে,1
আমার ফুফু রাশিয়া যাবে,1
আমার ফুফু লিচু খেতে পছন্দ করে,1
আমার ফুফু শ্রীলংকা যাবে,1
আমার ফুফু সৌদি আরব যাবে,1
আমার ফুফুর রান্না খেতে মজা,1
আমার ফুলকপি খেতে ভালো লাগে,1
আমার ফুলকপি খেতে ভালো লাগে।,1
আমার বই পড়তে ভাল লাগে,1
আমার বরই ভালো লাগে,1
আমার বর্ষাকাল অনেক ভালো লাগে,1
আমার বসন্তকাল ভালো লাগে,1
আমার বাজারের এইখানে বাসা আছে,1
আমার বাব উকিল,1
আমার বাবা অস্ট্রেলিয়া যাবে,1
আমার বাবা আফ্রিকা যাবে,1
আমার বাবা আম খেতে পছন্দ করে,1
আমার বাবা আমেরিকা যাবে,1
আমার বাবা ইউরোপ যাবে,1
আমার বাবা ইলেক্ট্রিশিয়ান,1
আমার বাবা ইশারা ভাষা  পছন্দ করে,1
আমার বাবা এশিয়া যাবে,1
আমার বাবা কসাই,1
আমার বাবা কাঁঠাল খেতে পছন্দ করেন,1
আমার বাবা কানাডা যাবে,1
আমার বাবা কৃষক,1
আমার বাবা ক্রিকেট খেলা পছন্দ করি,1
আমার বাবা গোয়েন্দা,1
আমার বাবা চীন যাবে,1
আমার বাবা জাপান যাবে,1
আমার বাবা জেলে,1
আমার বাবা নিরক্ষর,1
আমার বাবা নেপাল যাবে,1
আমার বাবা পাকিস্তান যাবে,1
আমার বাবা পেয়ারা খেতে পছন্দ করে,1
আমার বাবা ফুটবল খেলা পছন্দ করি,1
আমার বাবা বাংলাদেশে যাবে,1
আমার বাবা বাড়ি করবে,1
আমার বাবা বাবুর্চি,1
আমার বাবা বিদেশ যাবে,1
আমার বাবা ভারত যাবে,1
আমার বাবা ভালো,1
আমার বাবা ভুটান যাবে,1
আমার বাবা মালদ্বীপ যাবে,1
আমার বাবা রাশিয়া যাবে,1
আমার বাবা লিচু খেতে পছন্দ করে,1
আমার বাবা শ্রমিক,1
আমার বাবা শ্রীলংকা যাবে,1
আমার বাবা সরকারি চাকরিজিবি,1
আমার বাবা সৈনিক,1
আমার বাবা সৌদি আরব যাবে,1
আমার বাবাও দোকানদার,1
আমার বাবাও মসজিদ এ যাবে,1
আমার বাবাকে আমি ভালোবাসি,1
আমার বাবার গ্রীষ্মকাল অনেক  অনেক ভালো লাগে,1
আমার বাবার বর্ষাকাল অনেক ভালো লাগে,1
আমার বাবার রান্না খেতে মজা,1
আমার বাসা ভালো লাগে,1
আমার বিশেষ শিক্ষা দরকার,1
আমার বোন অস্ট্রেলিয়া যাবে,1
আমার বোন আফ্রিকা যাবে,1
আমার বোন আম খেতে পছন্দ করে,1
আমার বোন আমেরিকা যাবে,1
আমার বোন ইংল্যান্ডে যাবে,1
আমার বোন ইউরোপ যাবে,1
আমার বোন ইশারা ভাষা পছন্দ করে,1
আমার বোন এর বাসা হসপিটাল এর অইখানে,1
আমার বোন এর রান্না খেতে মজা,1
আমার বোন এশিয়া যাবে,1
আমার বোন কাঁঠাল খেতে পছন্দ করে,1
আমার বোন কানাডা যাবে,1
আমার বোন ক্রিকেট খেলা পছন্দ করে,1
আমার বোন গায়িকা,1
আমার বোন চীন যাবে,1
আমার বোন জাপান যাবে,1
আমার বোন নাই,1
আমার বোন নার্স,1
আমার বোন নেপাল যাবে,1
আমার বোন পাকিস্তান যাবে,1
আমার বোন পেয়ারা খেতে পছন্দ করে,1
আমার বোন ফুটবল খেলা অনেক পছন্দ করে,1
আমার বোন বাংলাদেশে যাবে,1
আমার বোন বিদেশ যাবে,1
আমার বোন ভালো যাবে,1
আমার বোন ভুটান যাবে,1
আমার বোন মালদ্বীপ যাবে,1
আমার বোন ম্যাডাম,1
আমার বোন রাশিয়া যাবে,1
আমার বোন রেস্টুরেন্টে যায়,1
আমার বোন লিচু খেতে পছন্দ করে,1
আমার বোন শ্রীলঙ্কা যাবে,1
আমার বোন সুন্দর,1
আমার বোন সৌদি আরব যাবে,1
আমার বোন স্কুল এ যায়,1
আমার বোনের ফুলকপি খেতে ভালো লাগে,1
আমার বোনের শরৎকাল অনেক ভালো লাগে,1
আমার ভাই অফিসার,1
আমার ভাই অস্ট্রেলিয়া যাবে,1
আমার ভাই আফ্রিকা যাবে,1
আমার ভাই আম খেতে পছন্দ করে,1
আমার ভাই আমেরিকা যাবে,1
আমার ভাই ইউরোপ যাবে,1
আমার ভাই ইশারা ভাষা  পছন্দ করে,1
আমার ভাই একজন স্যার,1
আমার ভাই এশিয়া যাবে,1
আমার ভাই কাঁঠাল খেতে পছন্দ করে,1
আমার ভাই কানাডা যাবে,1
আমার ভাই ক্রিকেট খেলা পছন্দ করে,1
আমার ভাই গোয়েন্দা,1
আমার ভাই চিনে যাবে,1
আমার ভাই জাপান যাবে,1
আমার ভাই দোকানদার,1
আমার ভাই নাপিত,1
আমার ভাই নিরক্ষর,1
আমার ভাই নেপাল যাবে,1
আমার ভাই পাইলট,1
আমার ভাই পাকিস্তান যাবে,1
আমার ভাই পেয়ারা খেতে পছন্দ করে,1
আমার ভাই ফুটবল খেলা অনেক পছন্দ করে,1
আমার ভাই বাংলাদেশে যাবে,1
আমার ভাই বিদেশ যাবে,1
আমার ভাই ভারত যাবে,1
আমার ভাই ভার্সিটিতে যাবে,1
আমার ভাই ভুটান যাবে,1
আমার ভাই মসজিদ এ যাবে,1
আমার ভাই মালদ্বীপ যাবে,1
আমার ভাই রাশিয়া যাবে,1
আমার ভাই রেস্টুরেন্টে যায়,1
আমার ভাই লিচু খেতে পছন্দ করে,1
আমার ভাই শিক্ষার্থী,1
আমার ভাই শ্রীলঙ্কায় যাবে,1
আমার ভাই সরকারি চাকরিজিবি,1
আমার ভাই সাংবাদিক,1
আমার ভাই সৌদি আরব যাবে,1
আমার ভাই স্কুল এ যায়,1
আমার ভাইয়ের ফুলকপি খেতে ভালো লাগে,1
আমার ভাইয়ের রান্না খেতে মজা,1
আমার ভাত খেতে ভাল লাগে,1
আমার মসজিদ ভালো লাগে,1
আমার মা অস্ট্রেলিয়া যাবে,1
আমার মা আফ্রিকা যাবে,1
আমার মা আম খেতে পছন্দ করে,1
আমার মা আমেরিকা যাবে,1
আমার মা ইউরোপ যাবে,1
আমার মা ইশারা ভাষা পছন্দ করে,1
আমার মা এশিয়া যাবে,1
আমার মা কাঁঠাল খেতে পছন্দ করে,1
আমার মা কানাডা যাবে,1
আমার মা গৃহিণি,1
আমার মা চিন যাবে,1
আমার মা জাপান যাবে,1
আমার মা নেপাল যাবে,1
আমার মা পাকিস্তান যাবে,1
আমার মা ফুটবল খেলা পছন্দ করে,1
আমার মা বাংলাদেশে যাবে,1
আমার মা বাড়ি করবে,1
আমার মা বাবুর্চি,1
আমার মা ভারত যাবে,1
আমার মা ভালো,1
আমার মা ভুটান যাবে,1
আমার মা মালদ্বীপ যাবে,1
আমার মা রাশিয়া যাবে,1
আমার মা লিচু খেতে পছন্দ করে,1
আমার মা শ্রীলংকা যাবে,1
আমার মা সৌদি আরব যাবে,1
আমার মাও গৃহিনী,1
আমার মাছ খেতে ভালো লাগে,1
আমার মামা অস্ট্রেলিয়া যাবে,1
আমার মামা আফ্রিকা যাবে,1
আমার মামা আবার সৌদি আরব যাবে,1
আমার মামা আম খেতে পছন্দ করি,1
আমার মামা আমেরিকা যাবে,1
আমার মামা ইংল্যান্ড যাবে,1
আমার মামা ইউরোপ যাবে,1
আমার মামা ইশারা ভাষা পছন্দ করে,1
আমার মামা এশিয়া যাবে,1
আমার মামা কাঁঠাল খেতে পছন্দ করে,1
আমার মামা কানাডা যাবে,1
আমার মামা ক্রিকেট  খেলা পছন্দ করে,1
আমার মামা চিন যাবে,1
আমার মামা জাপান যাবে,1
আমার মামা নেপাল যাবে,1
আমার মামা পাকিস্তান যাবে,1
আমার মামা পেয়ারা খেতে পছন্দ করে,1
আমার মামা ফুটবল খেলা পছন্দ করে,1
আমার মামা বাংলাদেশে যাবে,1
আমার মামা বিদেশ যাবে,1
আমার মামা ভারত যাবে,1
আমার মামা ভালো মানুষ,1
আমার মামা ভুটান যাবে,1
আমার মামা মালদ্বীপ যাবে,1
আমার মামা রাশিয়া যাবে,1
আমার মামা লিচু খেতে পছন্দ,1
আমার মামা শ্রীলঙ্কা যাবে,1
আমার মামা সৌদি আরব যাবে,1
আমার মামাতো  বোন আফ্রিকা যাবে,1
আমার মামাতো বোন অস্ট্রেলিয়া যাবে,1
আমার মামাতো বোন আমেরিকা যাবে,1
আমার মামাতো বোন ইংল্যান্ডে যাবে,1
আমার মামাতো বোন ইউরোপ যাবে,1
আমার মামাতো বোন এশিয়া যাবে,1
আমার মামাতো বোন কানাডা যাবে,1
আমার মামাতো বোন চীন যাবে,1
আমার মামাতো বোন নাই,1
আমার মামাতো বোন নেপাল যাবে,1
আমার মামাতো বোন পাকিস্তান যাবে,1
আমার মামাতো বোন বাংলাদেশে যাবে,1
আমার মামাতো বোন বিদেশ যাবে,1
আমার মামাতো বোন ভারত যাবে,1
আমার মামাতো বোন ভালো,1
আমার মামাতো বোন ভুটান যাবে,1
আমার মামাতো বোন মালদ্বীপ যাবে,1
আমার মামাতো বোন রাশিয়া যাবে,1
আমার মামাতো বোন শ্রীলঙ্কায় যাবে,1
আমার মামাতো বোনের রান্না খেতে হবে,1
আমার মামাতো ভাই অস্ট্রেলিয়া যাবে,1
আমার মামাতো ভাই আফ্রিকা যাবে,1
আমার মামাতো ভাই আমেরিকা যাবে,1
আমার মামাতো ভাই ইংল্যান্ডে যাবে,1
আমার মামাতো ভাই ইউরোপ যাবে,1
আমার মামাতো ভাই এশিয়া যাবে,1
আমার মামাতো ভাই কানাডা যাবে,1
আমার মামাতো ভাই চিন যাবে,1
আমার মামাতো ভাই নেপাল যাবে,1
আমার মামাতো ভাই পাকিস্তানি যাবে,1
আমার মামাতো ভাই বাংলাদেশে যাবে,1
আমার মামাতো ভাই বিদেশ যাবে,1
আমার মামাতো ভাই ভারত যাবে,1
আমার মামাতো ভাই ভালো,1
আমার মামাতো ভাই ভুটান যাবে,1
আমার মামাতো ভাই মালদ্বীপ যাবে,1
আমার মামাতো ভাই রাশিয়া যাবে,1
আমার মামাতো ভাই শ্রীলঙ্কায় যাবে,1
আমার মামাতো ভাইয়ের রান্না খেতে মজা,1
আমার মামার ফুলকপি খেতে ভালো লাগে,1
আমার মামার রান্না খেতে মজা,1
আমার মামি অস্ট্রেলিয়া যাবে,1
আমার মামি আফ্রিকা যাবে,1
আমার মামি আম খেতে পছন্দ করে,1
আমার মামি আমেরিকা যাবে,1
আমার মামি ইংল্যান্ডে যাবে,1
আমার মামি এশিয়া যাবে,1
আমার মামি কানাডা যাবে,1
আমার মামি নেপাল যাবে,1
আমার মামি পাকিস্তান যাবে,1
আমার মামি পেয়ারা খেতে পছন্দ করে,1
আমার মামি বাংলাদেশে যাবে,1
আমার মামি বিদেশ যাবে,1
আমার মামি ভারত যাবে,1
আমার মামি ভালো মানুষ,1
আমার মামি ভুটান যাবে,1
আমার মামি মালদ্বীপ যাবে,1
আমার মামি শ্রীলঙ্কা যাবে,1
আমার মামি সৌদি আরব যাবে,1
আমার মামী ইউরোপ যাবে,1
আমার মামী ইশারা ভাষা পছন্দ করে,1
আমার মামী জাপান যাবে,1
আমার মামী ফুটবল খেলা পছন্দ করে,1
আমার মামী রাশিয়া যাবে,1
আমার মামীর চীন যাবে,1
আমার মামীর ফুলকপি খেতে ভালো লাগে,1
আমার মামীর রান্না খেতে মজা,1
আমার মায়ের রান্না খেতে মজা,1
আমার মিষ্টি ভালো লাগে,1
আমার রুটি ভালো লাগে,1
আমার লাল রং ভালো লাগে,1
আমার লিচু ভালো লাগে,1
আমার লেখতে ভালো লাগে,1
আমার লেবু ভালো লাগে,1
আমার শরৎকাল অনেক ভালো লাগে,1
আমার শীতকাল অনেক ভালো লাগে,1
আমার সব সময় শরৎকাল অনেক ভালো লাগে,1
আমার সবুজ রং ভালো লাগে,1
আমার সম্মান ভালো লাগে,1
আমার সাদা রং  ভালো লাগে,1
আমার হলুদ রং ভালো লাগে,1
আমার হেমন্ত কাল অনেক বেশি ভালো লাগে,1
আমি অক্টোবর পাকিস্তান যাব,1
আমি অক্টোবরে ঘুরতে যাব,1
আমি অক্টোবরে নেপাল যাবো,1
আমি অক্টোবরে বাড়িতে যাব,1
আমি অক্টোবরে ভারত যাব,1
আমি অক্টোবরে ভুটান যাব,1
আমি অনেক ভালো আছি,1
আমি অফিসার,1
আমি অস্ট্রেলিয়া যাব,1
আমি আগস্টে নেপাল যাবো,1
আমি আগস্টে পাকিস্তান যাব,1
আমি আগস্টে ভারত যাব,1
আমি আগস্টে ভুটান যাবো,1
আমি আপনাকে সাহায্য করবো,1
আমি আপনাকে সাহায্য করবো কিভাবে,1
আমি আফ্রিকা যাব,1
আমি আমেরিকা যাব,1
আমি ইউরোপ যাব,1
আমি ইঞ্জিনিয়ার,1
আমি ইলেক্ট্রিশিয়ান,1
আমি একজন বাবুর্চি,1
আমি এপ্রিল নেপাল যাবো,1
আমি এপ্রিল মাসে ঘুরতে যাব,1
আমি এপ্রিল মাসে বাড়িতে যাব,1
আমি এপ্রিলে পাকিস্তান যাব,1
আমি এপ্রিলে ভারত যাব,1
আমি এপ্রিলে ভুটান যাবো,1
আমি এপ্রিলে মালদ্বীপ যাব,1
আমি এশিয়া যাব,1
আমি ও তুমি স্কুল যাই,1
আমি কফি খাই,1
আমি কবি,1
আমি কানাডা যাব,1
আমি কি করি,1
আমি গায়ক,1
আমি গোয়েন্দা,1
আমি গ্রীষ্মকালে বাড়িতে যাই,1
আমি চা খাই,1
আমি চিঠি লিখি,1
আমি চীন যাব,1
আমি জানুয়ারিতে নেপাল যাবো,1
আমি জানুয়ারিতে পাকিস্তান যাব,1
আমি জানুয়ারিতে ভারত যাব,1
আমি জানুয়ারিতে ভুটান যাব,1
আমি জানুয়ারিতে মালদ্বীপ যাব,1
আমি জাপান যাবো,1
আমি জুন মাসে নেপাল যাবো,1
আমি জুন মাসে ভারত যাব,1
আমি জুনে পাকিস্তান যাব,1
আমি জুনে ভুটান যাব,1
আমি জুলাই এ নেপাল যাব,1
আমি জুলাই ভুটান যাব,1
আমি জুলাই মাসে ভারত যাব,1
আমি জুলাইয়ে পাকিস্তান যাব,1
আমি ডায়েরি লিখি,1
আমি ডিসেম্বরে ঘুরতে যাব,1
আমি ডিসেম্বরে নেপাল যাবো,1
আমি ডিসেম্বরে পাকিস্তান যাব,1
আমি ডিসেম্বরে বাড়িতে যাব,1
আমি ডিসেম্বরে ভারত যাব,1
আমি ডিসেম্বরে ভুটান যাব,1
আমি তুমি অনেক ভালো,1
আমি তুমি কসাই,1
আমি তুমি ভালো,1
আমি তোমাক ভালোবাসি,1
আমি তোমার বোন,1
আমি তোমার ভাই,1
আমি নভেম্বরে ঘুরতে যাব,1
আমি নভেম্বরে নেপাল যাব,1
আমি নভেম্বরে পাকিস্তান যাব,1
আমি নভেম্বরে বাড়িতে যাব,1
আমি নভেম্বরে ভারত যাব,1
আমি নভেম্বরে ভুটান যাব,1
আমি নেপাল যাব,1
আমি পাকিস্তান যাব,1
আমি পানি পান করি,1
আমি ফেব্রুয়ারিতে ঘুরতে যাব,1
আমি ফেব্রুয়ারিতে নেপাল যাব,1
আমি ফেব্রুয়ারিতে বাড়িতে যাব,1
আমি ফেব্রুয়ারিতে ভারত যাব,1
আমি ফেব্রুয়ারিতে ভুটান দেবো,1
আমি ফেব্রুয়ারিতে মালদ্বীপ যাব,1
আমি বই পাড়ি,1
আমি বসন্তকালে বাড়িতে যাই,1
আমি বাংলাদেশে যাব,1
আমি বাজারে যাবো,1
আমি বাড়ি করবো,1
আমি বিদেশ যাব,1
আমি বিমানবন্দরে যাবো,1
আমি বিহস্পতিবার স্কুল এ যাই,1
আমি বুধবার অস্ট্রেলিয়া যাব,1
আমি বুধবার আফ্রিকা যাব,1
আমি বুধবার আমেরিকা যাবো,1
আমি বুধবার ইউরোপ যাব,1
আমি বুধবার এশিয়া যাব,1
আমি বুধবার বিদেশ যাব,1
আমি বুধবার স্কুল এ যাই,1
আমি বুধবারে অফিস যাব,1
আমি বুধবারে ইংল্যান্ড যাব,1
আমি বুধবারে কানাডা যাব,1
আমি বুধবারে ক্রিকেট খেলি,1
আমি বুধবারে খেলাধুলা করি,1
আমি বুধবারে ঘুরতে যাই,1
আমি বুধবারে চিন যাবো,1
আমি বুধবারে জাপান যাবো,1
আমি বুধবারে নেপাল যাব,1
আমি বুধবারে পাকিস্তান যাব,1
আমি বুধবারে বাড়িতে যাই,1
আমি বুধবারে ভারত যাব,1
আমি বুধবারে ভুটান যাব,1
আমি বুধবারে মসজিদে যাই,1
আমি বুধবারে মালদ্বীপ যাব,1
আমি বুধবারে মুভি দেখতে যাব,1
আমি বুধবারে রোজা রাখি,1
আমি বুধবারে শ্রীলংকা যাব,1
আমি বুধবারে সৌদি আরব যাব,1
আমি বুধবারের রাশিয়া যাব,1
আমি বৃহস্পতিবার অস্ট্রেলিয়া যাব,1
আমি বৃহস্পতিবার আফ্রিকা যাবো,1
আমি বৃহস্পতিবার আমেরিকা যাবো,1
আমি বৃহস্পতিবার ইংল্যান্ড যাব,1
আমি বৃহস্পতিবার ইউরোপ যাব,1
আমি বৃহস্পতিবার এ কানাডা যাব,1
আমি বৃহস্পতিবার এই ঘুরতে যাব,1
আমি বৃহস্পতিবার এশিয়া যাব,1
আমি বৃহস্পতিবার জাপান যাবো,1
আমি বৃহস্পতিবার বাড়িতে যাব,1
আমি বৃহস্পতিবার বিদেশ যাবো,1
আমি বৃহস্পতিবার মুভি দেখতে যাব,1
আমি বৃহস্পতিবার রাশিয়া যাব,1
আমি বৃহস্পতিবারে ক্রিকেট খেলি,1
আমি বৃহস্পতিবারে খেলাধুলা করি,1
আমি বৃহস্পতিবারে চিন যাবো,1
আমি বৃহস্পতিবারে নেপাল যাব,1
আমি বৃহস্পতিবারে পাকিস্তান যাব,1
আমি বৃহস্পতিবারে ভারত যাব,1
আমি বৃহস্পতিবারে মসজিদে যাব,1
আমি বৃহস্পতিবারে মালদ্বীপ যাব,1
